type,start_date,end_date,duration_blocks,basin
Wet,2015-05-01,2015-06-01,2,Nile
Dry,2015-07-01,2015-10-01,4,Nile
Wet,2015-11-01,2016-02-01,4,Nile
Dry,2016-03-01,2016-03-01,1,Nile
Wet,2016-04-01,2016-04-01,1,Nile
Dry,2016-05-01,2016-05-01,1,Nile
Wet,2016-06-01,2016-08-01,3,Nile
Dry,2016-09-01,2016-09-01,1,Nile
Wet,2016-10-01,2016-10-01,1,Nile
Dry,2016-11-01,2017-04-01,6,Nile
Wet,2017-05-01,2017-09-01,5,Nile
Dry,2017-10-01,2017-10-01,1,Nile
Wet,2017-11-01,2017-11-01,1,Nile
Dry,2017-12-01,2018-02-01,3,Nile
Wet,2018-03-01,2018-07-01,5,Nile
Dry,2018-08-01,2019-04-01,9,Nile
Wet,2019-05-01,2020-04-01,12,Nile
Dry,2020-05-01,2020-05-01,1,Nile
Wet,2020-06-01,2020-10-01,5,Nile
Dry,2020-11-01,2020-11-01,1,Nile
Wet,2020-12-01,2021-03-01,4,Nile
Dry,2021-04-01,2021-04-01,1,Nile
Wet,2021-05-01,2022-02-01,10,Nile
Dry,2022-03-01,2022-04-01,2,Nile
Wet,2022-05-01,2023-01-01,9,Nile
Dry,2023-02-01,2023-02-01,1,Nile
Wet,2023-03-01,2023-07-01,5,Nile
Dry,2023-08-01,2023-10-01,3,Nile
Wet,2023-11-01,2024-04-01,6,Nile
Dry,2024-05-01,2024-06-01,2,Nile
Wet,2024-07-01,2024-10-01,4,Nile
Dry,2024-11-01,2024-11-01,1,Nile
Wet,2024-12-01,2024-12-01,1,Nile
Wet,2002-01-01,2002-01-01,1,Yangtze Basin
Dry,2002-02-01,2002-10-01,9,Yangtze Basin
Wet,2002-11-01,2003-02-01,4,Yangtze Basin
Dry,2003-03-01,2003-04-01,2,Yangtze Basin
Wet,2003-05-01,2003-05-01,1,Yangtze Basin
Dry,2003-06-01,2003-06-01,1,Yangtze Basin
Wet,2003-07-01,2003-08-01,2,Yangtze Basin
Dry,2003-09-01,2003-10-01,2,Yangtze Basin
Wet,2003-11-01,2003-12-01,2,Yangtze Basin
Dry,2004-01-01,2004-03-01,3,Yangtze Basin
Wet,2004-04-01,2004-04-01,1,Yangtze Basin
Dry,2004-05-01,2004-09-01,5,Yangtze Basin
Wet,2004-10-01,2004-10-01,1,Yangtze Basin
Dry,2004-11-01,2004-11-01,1,Yangtze Basin
Wet,2004-12-01,2005-02-01,3,Yangtze Basin
Dry,2005-03-01,2005-04-01,2,Yangtze Basin
Wet,2005-05-01,2005-05-01,1,Yangtze Basin
Dry,2005-06-01,2005-08-01,3,Yangtze Basin
Wet,2005-09-01,2005-09-01,1,Yangtze Basin
Dry,2005-10-01,2005-10-01,1,Yangtze Basin
Wet,2005-11-01,2005-11-01,1,Yangtze Basin
Dry,2005-12-01,2005-12-01,1,Yangtze Basin
Wet,2006-01-01,2006-02-01,2,Yangtze Basin
Dry,2006-03-01,2007-07-01,17,Yangtze Basin
Wet,2007-08-01,2007-08-01,1,Yangtze Basin
Dry,2007-09-01,2008-03-01,7,Yangtze Basin
Wet,2008-04-01,2008-04-01,1,Yangtze Basin
Dry,2008-05-01,2008-08-01,4,Yangtze Basin
Wet,2008-09-01,2008-10-01,2,Yangtze Basin
Dry,2008-11-01,2008-11-01,1,Yangtze Basin
Wet,2008-12-01,2008-12-01,1,Yangtze Basin
Dry,2009-01-01,2009-01-01,1,Yangtze Basin
Wet,2009-02-01,2009-02-01,1,Yangtze Basin
Dry,2009-03-01,2009-04-01,2,Yangtze Basin
Wet,2009-05-01,2009-05-01,1,Yangtze Basin
Dry,2009-06-01,2009-06-01,1,Yangtze Basin
Wet,2009-07-01,2009-08-01,2,Yangtze Basin
Dry,2009-09-01,2009-12-01,4,Yangtze Basin
Wet,2010-01-01,2010-01-01,1,Yangtze Basin
Dry,2010-02-01,2010-08-01,7,Yangtze Basin
Wet,2010-09-01,2010-09-01,1,Yangtze Basin
Dry,2010-10-01,2010-10-01,1,Yangtze Basin
Wet,2010-11-01,2010-11-01,1,Yangtze Basin
Dry,2010-12-01,2011-01-01,2,Yangtze Basin
Wet,2011-02-01,2011-02-01,1,Yangtze Basin
Dry,2011-03-01,2011-05-01,3,Yangtze Basin
Wet,2011-06-01,2011-06-01,1,Yangtze Basin
Dry,2011-07-01,2011-10-01,4,Yangtze Basin
Wet,2011-11-01,2011-11-01,1,Yangtze Basin
Dry,2011-12-01,2012-03-01,4,Yangtze Basin
Wet,2012-04-01,2012-04-01,1,Yangtze Basin
Dry,2012-05-01,2012-06-01,2,Yangtze Basin
Wet,2012-07-01,2012-08-01,2,Yangtze Basin
Dry,2012-09-01,2012-09-01,1,Yangtze Basin
Wet,2012-10-01,2012-10-01,1,Yangtze Basin
Dry,2012-11-01,2012-11-01,1,Yangtze Basin
Wet,2012-12-01,2013-02-01,3,Yangtze Basin
Dry,2013-03-01,2013-04-01,2,Yangtze Basin
Wet,2013-05-01,2013-07-01,3,Yangtze Basin
Dry,2013-08-01,2013-08-01,1,Yangtze Basin
Wet,2013-09-01,2013-09-01,1,Yangtze Basin
Dry,2013-10-01,2013-10-01,1,Yangtze Basin
Wet,2013-11-01,2013-11-01,1,Yangtze Basin
Dry,2013-12-01,2014-02-01,3,Yangtze Basin
Wet,2014-03-01,2014-03-01,1,Yangtze Basin
Dry,2014-04-01,2014-04-01,1,Yangtze Basin
Wet,2014-05-01,2014-05-01,1,Yangtze Basin
Dry,2014-06-01,2014-06-01,1,Yangtze Basin
Wet,2014-07-01,2014-07-01,1,Yangtze Basin
Dry,2014-08-01,2014-08-01,1,Yangtze Basin
Wet,2014-09-01,2014-11-01,3,Yangtze Basin
Dry,2014-12-01,2014-12-01,1,Yangtze Basin
Wet,2015-01-01,2015-03-01,3,Yangtze Basin
Dry,2015-04-01,2015-04-01,1,Yangtze Basin
Wet,2015-05-01,2015-06-01,2,Yangtze Basin
Dry,2015-07-01,2015-08-01,2,Yangtze Basin
Wet,2015-09-01,2015-09-01,1,Yangtze Basin
Dry,2015-10-01,2015-10-01,1,Yangtze Basin
Wet,2015-11-01,2016-01-01,3,Yangtze Basin
Dry,2016-02-01,2016-02-01,1,Yangtze Basin
Wet,2016-03-01,2016-04-01,2,Yangtze Basin
Dry,2016-05-01,2016-05-01,1,Yangtze Basin
Wet,2016-06-01,2016-10-01,5,Yangtze Basin
Dry,2016-11-01,2016-11-01,1,Yangtze Basin
Wet,2016-12-01,2017-11-01,12,Yangtze Basin
Dry,2017-12-01,2017-12-01,1,Yangtze Basin
Wet,2018-01-01,2018-08-01,8,Yangtze Basin
Dry,2018-09-01,2018-10-01,2,Yangtze Basin
Wet,2018-11-01,2018-11-01,1,Yangtze Basin
Dry,2018-12-01,2018-12-01,1,Yangtze Basin
Wet,2019-01-01,2019-06-01,6,Yangtze Basin
Dry,2019-07-01,2019-07-01,1,Yangtze Basin
Wet,2019-08-01,2019-09-01,2,Yangtze Basin
Dry,2019-10-01,2019-10-01,1,Yangtze Basin
Wet,2019-11-01,2019-11-01,1,Yangtze Basin
Dry,2019-12-01,2019-12-01,1,Yangtze Basin
Wet,2020-01-01,2020-04-01,4,Yangtze Basin
Dry,2020-05-01,2020-05-01,1,Yangtze Basin
Wet,2020-06-01,2020-08-01,3,Yangtze Basin
Dry,2020-09-01,2020-09-01,1,Yangtze Basin
Wet,2020-10-01,2020-10-01,1,Yangtze Basin
Dry,2020-11-01,2020-11-01,1,Yangtze Basin
Wet,2020-12-01,2020-12-01,1,Yangtze Basin
Dry,2021-01-01,2021-01-01,1,Yangtze Basin
Wet,2021-02-01,2021-03-01,2,Yangtze Basin
Dry,2021-04-01,2021-04-01,1,Yangtze Basin
Wet,2021-05-01,2021-09-01,5,Yangtze Basin
Dry,2021-10-01,2021-10-01,1,Yangtze Basin
Wet,2021-11-01,2022-07-01,9,Yangtze Basin
Dry,2022-08-01,2022-10-01,3,Yangtze Basin
Wet,2022-11-01,2022-11-01,1,Yangtze Basin
Dry,2022-12-01,2023-02-01,3,Yangtze Basin
Wet,2023-03-01,2023-03-01,1,Yangtze Basin
Dry,2023-04-01,2023-04-01,1,Yangtze Basin
Wet,2023-05-01,2023-05-01,1,Yangtze Basin
Dry,2023-06-01,2023-07-01,2,Yangtze Basin
Wet,2023-08-01,2024-04-01,9,Yangtze Basin
Dry,2024-05-01,2024-05-01,1,Yangtze Basin
Wet,2024-06-01,2024-10-01,5,Yangtze Basin
Dry,2024-11-01,2024-12-01,2,Yangtze Basin
